"category","Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"vocab","September 2025/生词","旁听","pángtīng","旁听；be present at a meeting as an observer","to sit in on (proceedings)；to be present at a meeting as an observer；to audit (a class)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","January 2026","旅行箱","xíngxiāng","手提箱","suitcase","名","","中性","","","","",""
"vocab","January 2026","无可奈何","wúkěnàihé","have no way out；have no alternative；abbr. to 無奈|无奈[wu2 nai4]","have no way out；have no alternative","名","","中性","","","一词多义，结合上下文判断具体义项。","","无奈"
"vocab","September 2025/生词","无家可归","wújiākěguī","无家可归","homeless","成语","","中性","","","固定搭配，整体理解，不宜逐字直译。","",""
"vocab","November 2025/生词","无愧","wúkuì","feel no qualms；have a clear conscience 无愧于英雄的称号 wúkuì yú yīngxióng de chēnghào be worthy of the name of hero See","feel no qualms；have a clear conscience 无愧于英雄的称号 wúkuì yú yīngxióng de chēnghào be worthy of the name of hero See","名","无愧于英雄的称号；当之无愧","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","无望","wúwàng","without hope；hopeless；without prospects","without hope；hopeless；without prospects","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","无法","wúfǎ","unable；incapable 无法形容 wúfǎ xíngróng beyond description 无法应付 wúfǎ yìngfu unable to cope with","unable；incapable 无法形容 wúfǎ xíngróng beyond description 无法应付 wúfǎ yìngfu unable to cope with","名","无法形容；无法应付；无法解脱的困境；局势无法控制","中性","无法形容 wúfǎ xíngróng beyond description 无法应付 wúfǎ yìngfu unable to cope with; at the end of one’s resources 无法解脱的困境 wúfǎ jiětuō de kùnjìng inextricable dilemma 局势无法控制。","Júshì wúfǎ kòngzhì.","一词多义，结合上下文判断具体义项。","",""
"vocab","January 2026","无菌","wújūn","sterile；aseptic","sterile；aseptic","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","无辜","wúgū","innocent；innocence；not guilty (law)","innocent；innocence；not guilty (law)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","无非","wúfēi","ADV. nothing but；than；simply；only","ADV. nothing but；than；simply；only","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","日光浴","rìguāngyù","日光浴","sunbathing","名","","中性","","","","",""
"vocab","September 2025/生词","日志","rìzhì","journal；log (computing)","journal；log (computing)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","早已","zǎoyǐ","long ago；for a long time；dialect in the past","long ago；for a long time；dialect in the past","名","他早已打定主意；我早已给你买来了","中性","他早已打定主意。","Tā zǎoyǐ dǎdìng zhǔyi.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","时装","shízhuāng","fashionable dress；the latest fashion；contemporary costume (opp. 古装)","fashionable dress；the latest fashion；contemporary costume (opp. 古装)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","明摆着","míngbǎizhe","P. obvious；clear；evident；undoubted","P. obvious；clear；evident；undoubted","名","明摆着是你不对","中性","明摆着是你不对。","Míngbǎizhe shì nǐ bụ̀duì.","一词多义，结合上下文判断具体义项。","",""
"vocab","January 2026","易蒙停","yìméngtíng","小地毯；loperamide (used to treat diarrhea)","Imodium (drug brand name)；loperamide (used to treat diarrhea)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","星斗","xīngdǒu","stars 满天星斗 mǎntiānxīngdǒu star-studded sky","stars 满天星斗 mǎntiānxīngdǒu star-studded sky","名","满天星斗","中性","","","","",""
"vocab","November 2025/生词","是否","shìfǒu","whether or not；whether；whether (or not)；if","whether or not；whether；whether (or not)；if；is or isn't","名","是否符合实际；他是否能来","中性","是否符合实际 shì-fǒu fúhé shíjì whether or not it corresponds to reality 他是否能来, 还不一定。","Tā shì-fǒu néng lái, hái bù yīdìng.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","显示器","xiǎnshìqì","display device；显示器","display device；monitor","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","显露","xiǎnlù","become visible；appear","become visible；appear","名","月亮逐渐显露出来","中性","他的才智在技术革新中显露出来。","Tā de cái-zhì zài jìshù géxīn zhōng xiǎnlù chūlai.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","晚霞","wǎnxiá","sunset glow (or clouds) (opp. 朝霞)；sunset glow；sunset clouds；afterglow","sunset glow (or clouds) (opp. 朝霞)；sunset glow；sunset clouds；afterglow","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","智慧","zhìhuì","智慧","wisdom","名","勤劳智慧的人民；吸取群众的智慧；动人民的高度智慧","褒义","勤劳智慧的人民 qínláo zhìhuì de rénmín the industrious and ingenious people 吸取群众的智慧 Xīqǔ qúnzhòng de zhìhuì draw on the wisdom of the masses 这些壮丽的古代建筑显示了劳动人民的高度智慧。","Xīqǔ qúnzhòng de zhìhuì draw on the wisdom of the masses 这些壮丽的古代建筑显示了劳动人民的高度智慧。 Zhèxiē zhuànglì de gǔdài jiànzhù xiǎnshì le láodòng rénmín de gāodù zhìhuì.","","",""
"vocab","September 2025/生词","晾衣绳","liàngyīshéng","clothesline","clothesline","名","","中性","","","","",""
"vocab","October 2025/生词","暗淡","àndàn","dark；dim (light)；dull (color)；drab；(fig.) gloomy；bleak","dark；dim (light)；dull (color)；drab；(fig.) gloomy；bleak","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","曙","shǔ","(bound form) daybreak；dawn；Taiwan pr","(bound form) daybreak；dawn；Taiwan pr","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","更换","gēnghuàn","replace (a worn-out tire etc)；change (one's address etc)","to replace (a worn-out tire etc)；to change (one's address etc)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","December 2025/生词","更新","gēngxīn","replace；update；renew 更新设备 gēng xīn shè bèi renew equipment；(of forest, plants, etc.) renew；rejuvenate；renovate 更新草场 gēngxīn cǎochǎng rejuvenate the pastures；to replace the old with new；to renew","replace；update；renew 更新设备 gēng xīn shè bèi renew equipment；(of forest, plants, etc.) renew；rejuvenate；renovate 更新草场 gēngxīn cǎochǎng rejuvenate the pastures；to replace the old with new；to renew；to renovate；to upgrade；to update；to regenerate","名","更新设备；更新草场","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","替","tì","take the place of；replace；substitute for；rise and fall","take the place of；replace；substitute for；rise and fall；to substitute for；to take the place of；to replace；for；on behalf of；to stand in for","名","谁替他；我替你干；替下五号；快去把他替下来","中性","假日期间他替赵大夫值班。","Jiàrì qījiān tā tì Zhào dàifu zhíbān.","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","最终","zuìzhōng","ATTR. , wr. final；ultimate；last","ATTR. , wr. final；ultimate；last","名","","书面","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","月嫂","yuèsǎo","woman hired to take care of a newborn child and its mother in the month after childbirth","woman hired to take care of a newborn child and its mother in the month after childbirth","名","","中性","","","","",""
"vocab","October 2025/生词","有声书","yǒushēngshū","audiobook","audiobook","名","","中性","","","","",""
"vocab","September 2025/生词","有情人","yǒuqíngrén","lovers yǒuqíngrén zhōng chéng juànshǔ or","lovers yǒuqíngrén zhōng chéng juànshǔ or","名","有情人终成眷属","中性","有情人终成眷属。","Lovers will be married.","","",""
"vocab","September 2025/生词","有限","yǒuxiàn","limited；finite；not many (or much)；not high in degree míng'é yǒuxiàn","limited；finite；not many (or much)；not high in degree míng'é yǒuxiàn","名","人生有限；为数有限；对情况了解有限；名额有限","中性","人生有限, 知识无限。","Rénshēng yǒuxiàn, zhīshi wúxiàn.","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","朗吟","lǎngyín","recite in a loud, clear voice","to recite in a loud, clear voice","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","September 2025/生词","朝晖","zhāohuī","清晨的阳光。","morning sunlight；morning glow","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","期限","qīxiàn","time limit；deadline；allotted time","time limit；deadline；allotted time","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","木管乐器","mùguǎnyuèqì","woodwind instrument","woodwind instrument","名","","中性","","","","",""
"vocab","October 2025/生词","木纹","mùwén","wood grain；grain of wood","wood grain；grain of wood","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","木菠萝","mùbōluó","jackfruit；breadfruit；Artocarpus heterophyllus","jackfruit；breadfruit；Artocarpus heterophyllus","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","未到","wèidào","non-arrival","non-arrival","名","","中性","","","","",""
"vocab","December 2025/生词","未婚妻","wèihūnqī","N. fiancée","N. fiancée","名","","中性","","","","",""
"vocab","November 2025/生词","未尝","wèicháng","not yet；never；not necessarily (before negative) 未尝没有缺点 Wèicháng méiyǒu quēdiǎn yet not without shortcomings","not yet；never；not necessarily (before negative) 未尝没有缺点 Wèicháng méiyǒu quēdiǎn yet not without shortcomings","名","未尝没有缺点","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","未必","wèibì","not necessarily；maybe not","not necessarily；maybe not","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","本届","běnjiè","current；this year","current；this year","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","本科","běnkē","本科","undergraduate course；undergraduate (attributive)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","本钱","běnqián","capital 没本钱做生意 méi běnqián zuò shēngyi have no capital to start a business 不动本钱, 靠利息生活 Budongběnqián, kào lìxī shēnghuó live on the interest and keep the capital intact；qualities；asset；in one's favour cáisīmǐnjié shì tā de yī dà běnqián. or","capital 没本钱做生意 méi běnqián zuò shēngyi have no capital to start a business 不动本钱, 靠利息生活 Budongběnqián, kào lìxī shēnghuó live on the interest and keep the capital intact；qualities；asset；in one's favour cáisīmǐnjié shì tā de yī dà běnqián. or","名","没本钱做生意；不动本钱","中性","没本钱做生意 méi běnqián zuò shēngyi have no capital to start a business 不动本钱, 靠利息生活 Budongběnqián, kào lìxī shēnghuó live on the interest and keep the capital intact 2 qualities; asset; in one's favour 才思敏捷是他的一大本钱。","Budongběnqián, kào lìxī shēnghuó live on the interest and keep the capital intact 2 qualities; asset; in one's favour 才思敏捷是他的一大本钱。 cáisīmǐnjié shì tā de yī dà běnqián.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","札记","zhájì","reading notes；CL:篇[pian1]","reading notes；CL:篇","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025","机制","jīzhì","ATTR. machine-processed N. mechanism","ATTR. machine-processed N. mechanism","名","","中性","","","","",""
"vocab","November 2025/生词","杀","shā","kill；to slay；to murder；to attack；weaken；to reduce；(dialect) to smart；(used after a ) extremely","to kill；to slay；to murder；to attack；to weaken；to reduce；(dialect) to smart；(used after a ) extremely","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","September 2025/生词","权","quán","authority；power；right；(literary) to weigh","authority；power；right；(literary) to weigh；expedient；temporary","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","杏仁","xìngrén","almond；apricot kernel","almond；apricot kernel","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","束缚","shùfù","tie；bind up；fetter 束缚手脚 shùfù shǒu-jiǎo bind sb. hand and foot；tie sb.’s hands","tie；bind up；fetter 束缚手脚 shùfù shǒu-jiǎo bind sb. hand and foot；tie sb.’s hands","名","束缚手脚；束缚生产力；冲破旧思想的束缚","中性","束缚手脚 shùfù shǒu-jiǎo bind sb. hand and foot; tie sb.’s hands; hamper the initiative of 束缚生产力 shùfù shēngchǎnlì fetter the productive forces 冲破旧思想的束缚 chōngpò jiù sīxiǎng de shùfù smash the trammels of old ideas 挣脱封建礼教的束缚 zhèngtuō fēngjiàn lǐjiào de shùfù shake off the yoke of the feudal ethical code 僵化思想束缚着一些人的头脑。","Jiānghuà sīxiǎng shùfù zhe yīxiē rén de tóunǎo.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","条纹","tiáowén","stripe","stripe","名","","中性","","","","",""
"vocab","October 2025/生词","极其","jíqí","extremely","extremely","名","","中性","","","","",""
"vocab","October 2025/生词；November 2025/生词","枕","zhèn","用枕頭或其他東西墊頭。如：「枕戈待旦」。 《論語．述而》 曲肱而枕之。；依傍、鄰靠。 《漢書．卷六四．嚴助傳》 南近諸越, 北枕大江。 《新唐書．卷三七．地理志一》 京城前直子午谷, 後枕龍首山。；pillow；mechanics block 转枕 zhuǎn zhěn swivel block rest the head on 枕着胳臂睡觉 Zhěn zhe gēbei shuìjiào sleep with one’s head on one’s arm","用枕頭或其他東西墊頭。如：「枕戈待旦」。 《論語．述而》 曲肱而枕之。；依傍、鄰靠。 《漢書．卷六四．嚴助傳》 南近諸越, 北枕大江。 《新唐書．卷三七．地理志一》 京城前直子午谷, 後枕龍首山。；pillow；mechanics block 转枕 zhuǎn zhěn swivel block rest the head on 枕着胳臂睡觉 Zhěn zhe gēbei shuìjiào sleep with one’s head on one’s arm","名","枕戈待旦；曲肱而枕之；北枕大江；後枕龍首山；转枕；枕着胳臂睡觉","中性","動 1 用枕頭或其他東西墊頭。","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","果园","guǒyuán","orchard","orchard","名","","中性","","","","",""
"vocab","September 2025/生词","果篮","guǒlán","盛放水果的篮子。","fruit basket","名","","中性","","","","",""
"vocab","October 2025/生词","枣红","zǎohóng","像红枣一样的红褐色。","jujube red；reddish brown","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","枯涩","kūsè","dull and heavy；dry and puckery 文字枯涩 wénzì kūsè a dull and heavy style (of writing)","dull and heavy；dry and puckery 文字枯涩 wénzì kūsè a dull and heavy style (of writing)","名","文字枯涩","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","枯燥","kūzào","dry and dull；uninteresting 枯燥乏味 kūzào fáwèi dry as dust；insipid","dry and dull；uninteresting 枯燥乏味 kūzào fáwèi dry as dust；insipid","名","枯燥乏味","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词；October 2025/生词","架","jià","frame；rack；shelf；stand 房架 Fáng jià the frame of a house 工具架 gōngjù jià tool rack 黄瓜架 huáng guā jià cucumber trellis 钢架桥 gāng jià qiáo steel-framed bridge；fight；quarrel 打架 dǎjià come to blows；put up；erect；fend off；ward off；withstand；frame；rack；shelf；stand 房架 Fáng jià the frame of a house 工具架 gōngjù jià tool rack 黄瓜架 huáng guā jià cucumber trellis 钢架桥 gāng jià qiáo steel-framed bridge；fight；quarrel 打架 dǎjià come to blows；put up；erect；fend off；ward off；withstand","frame；rack；shelf；stand 房架 Fáng jià the frame of a house 工具架 gōngjù jià tool rack 黄瓜架 huáng guā jià cucumber trellis 钢架桥 gāng jià qiáo steel-framed bridge；fight；quarrel 打架 dǎjià come to blows；put up；erect；fend off；ward off；withstand；support；prop；help；kidnap；take sb. away forcibly 强行架走 Qiángxíng jià zǒu carry sb. away by force；kidnap measure word；一架钢琴 yī jià gāngqín a piano 几百架飞机 jǐ bǎi jià fēijī several hundred planes 一架照相机 yī jià zhàoxiàngjī a camera；dialect 一架山 yī jià shān a mountain；frame；rack；shelf；stand 房架 Fáng jià the frame of a house 工具架 gōngjù jià tool rack 黄瓜架 huáng guā jià cucumber trellis 钢架桥 gāng jià qiáo steel-framed bridge；fight；quarrel 打架 dǎjià come to blows；put up；erect；fend off；ward off；withstand；support；prop；help；kidnap；take sb. away forcibly 强行架走 Qiángxíng jià zǒu carry sb. away by force；kidnap measure word；一架钢琴 yī jià gāngqín a piano 几百架飞机 jǐ bǎi jià fēijī several hundred planes 一架照相机 yī jià zhàoxiàngjī a camera；dialect 一架山 yī jià shān a mountain","名","房架；工具架；黄瓜架；钢架桥；房架；工具架；黄瓜架；钢架桥","中性","房架 Fáng jià the frame of a house 工具架 gōngjù jià tool rack 黄瓜架 huáng guā jià cucumber trellis 钢架桥 gāng jià qiáo steel-framed bridge 2 fight; quarrel 打架 dǎjià come to blows; fight  verb 1 put up; erect 架桥 jiàqiáo put up (or build) a bridge 架枪 jià qiāng stack rifles 架电话线 jià diànhuàxiàn set up telephone lines 架起机枪 jià qǐ jīqiāng mount a machine gun 把梯子架在墙上 Bǎ tīzi jià zài qiáng shàng. put up the ladder against the wall 鼻梁上架着一副眼镜。","Fáng jià the frame of a house 工具架 gōngjù jià tool rack 黄瓜架 huáng guā jià cucumber trellis 钢架桥 gāng jià qiáo steel-framed bridge 2 fight; quarrel 打架 dǎjià come to blows; fight  verb 1 put up; erect 架桥 jiàqiáo put up (or build) a bridge 架枪 jià qiāng stack rifles 架电话线 jià diànhuàxiàn set up telephone lines 架起机枪 jià qǐ jīqiāng mount a machine gun 把梯子架在墙上 Bǎ tīzi jià zài qiáng shàng.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","架式","jiàshi","posture；stance","posture；stance","名","","中性","摆出一副海上霸主的架势 bǎi chū yī fù hǎishàng bàzhǔ de jiàshi assume the posture of lord of the seas 看他们的架势, 是来找茬打架的。","They seem to have come only to pick a quarrel with us.","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","柑橘","gānjú","oranges and tangerines；citrus","oranges and tangerines；citrus","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","柳树","liǔshù","柳树","willow","名","","中性","","","","",""
"vocab","October 2025/生词","柴刀","cháidāo","firewood axe","firewood axe","名","","中性","","","","",""
"vocab","September 2025/生词","标准","biāozhǔn","standard；norm；criterion；good；correct；conforming to a standard","standard；norm；criterion；good；correct；conforming to a standard","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","树叶","shùyè","leaves (of a tree)；foliage 树叶掉了怕打破头 shùyè diào le pà dǎpò tóu fear the falling leaves will break one’s head","leaves (of a tree)；foliage 树叶掉了怕打破头 shùyè diào le pà dǎpò tóu fear the falling leaves will break one’s head","名","树叶掉了怕打破头","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","树林","shùlín","woods；grove；thicket；forest","woods；grove；thicket；forest","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","树熟","shùshú","tree-ripe","tree-ripe","名","","中性","","","","",""
"vocab","October 2025/生词","样式","yàngshì","type；style","type；style","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","核对","héduì","check；verify；旁听；examine","to check；to verify；to audit；to examine","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","October 2025/生词","格外","géwài","especially；particularly；even more than usual；extra；additional","especially；particularly；even more than usual；extra；additional","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","栽培","zāipéi","grow；cultivate；train；educate","to grow；to cultivate；to train；to educate；to patronize","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","September 2025/生词","案子","ànzi","long table；counter；(coll.) case (criminal, medical etc)；matter；project；job","long table；counter；(coll.) case (criminal, medical etc)；matter；project；job","名","","口语","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","档次","dàngcì","grade；class；quality；level","grade；class；quality；level","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","梁","liáng","roof beam；beam (structure)；bridge","roof beam；beam (structure)；bridge","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","梦境","mèngjìng","dreamland；dreamworld","dreamland；dreamworld","名","如入梦境一般","中性","乍到桂林, 如入梦境一般。","Zhàdào Guìlín, rú rù mèngjìng yībān.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","棍棒","gùnbàng","club；staff；stick","club；staff；stick","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","棵","kē","classifier for trees, cabbages, plants etc","classifier for trees, cabbages, plants etc","名","","中性","","","","",""
"vocab","September 2025/生词","植","zhí","plant","to plant","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","December 2025/生词","植物","zhíwù","N. plant；flora；plant；vegetation","N. plant；flora；plant；vegetation；CL:種|种","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","植被","zhíbèi","vegetation；plant cover","vegetation；plant cover","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","椰子","yēzi","coconut palm；coconut tree；coco；coconut (the fruit)","coconut palm；coconut tree；coco；coconut (the fruit)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","模仿","mófǎng","imitate；copy；to imitate；to copy","imitate；copy；to imitate；to copy；to emulate；to mimic；model","名","模仿动物的叫声","中性","模仿动物的叫声 mófǎng dòngwù de jiàoshēng imitate the cries of animals 儿童的模仿能力很强。","Children are very imitative.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","模因","móyīn","meme (loanword)","meme (loanword)","名","","中性","","","","",""
"vocab","November 2025/生词","横","héng","horizontal；transverse in héngliáng；across；sideways in rénxíng héngdào V. move crosswise；transverse ADV；unrestrainedly；turbulently；violently；flagrantly N. horizontal stroke (in characters)","horizontal；transverse in héngliáng；across；sideways in rénxíng héngdào V. move crosswise；transverse ADV；unrestrainedly；turbulently；violently；flagrantly N. horizontal stroke (in characters)；crosswise；horizontal stroke (in Chinese characters)；to place (sth) flat (on a surface)；to cross (a river, etc)；in a jumble；chaotic；(in fixed expressions) harsh and unreasonable；violent","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","樱桃红","yīngtáohóng","N. bright cherry-red；cherry-red","N. bright cherry-red；cherry-red","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","橘黄色","júhuángsè","tangerine yellow；saffron (color)","tangerine yellow；saffron (color)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","橙子","chéngzi","N. orange (the fruit)","N. orange (the fruit)","名","","中性","","","","",""
"vocab","December 2025/生词","欢快","huānkuài","S.V. cheerful and lighthearted；lively","S.V. cheerful and lighthearted；lively","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","欢悦","huānyuè","形容literary happy；形容joyous；形容elated；形容happiness","literary happy；joyous；elated；happiness；joy；to be happy；to be joyous","形","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","欣","xīn","literary glad；happy；joyful 欣逢佳节 xīnféngjiājié on the happy occasion of the festival","literary glad；happy；joyful 欣逢佳节 xīnféngjiājié on the happy occasion of the festival","名","欣逢佳节","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","欣赏","xīnshǎng","appreciate；enjoy；admire 欣赏风景 xīnshǎng fēngjǐng enjoy (or admire) the scenery 音乐欣赏 yīnyuè xīnshǎng music appreciation；value highly；like；appreciate or","appreciate；enjoy；admire 欣赏风景 xīnshǎng fēngjǐng enjoy (or admire) the scenery 音乐欣赏 yīnyuè xīnshǎng music appreciation；value highly；like；appreciate or","名","欣赏风景；音乐欣赏","中性","欣赏风景 xīnshǎng fēngjǐng enjoy (or admire) the scenery 音乐欣赏 yīnyuè xīnshǎng music appreciation 2 value highly; like; appreciate 我很欣赏这个花园的格局。","Wǒ hěn xīnshǎng zhège huāyuán de géjú.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","欺负","qīfu","bully；treat sb. high-handedly；take advantage of sb；take advantage of (sb.'s weakness, etc.)","bully；treat sb. high-handedly；take advantage of sb；take advantage of (sb.'s weakness, etc.)","名","他老爱欺负弟弟","中性","他老爱欺负弟弟。","Tā lǎo ài qīfu dìdi.","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","歉","qiàn","B.F. apology in ¹qiànyì , bàoqiàn；to apologize；to regret；deficient","B.F. apology in ¹qiànyì , bàoqiàn；to apologize；to regret；deficient","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","正气","zhèngqì","healthy atmosphere (or tendency) (opp；unyielding integrity；moral courage 正气凛然 zhèngqìlǐnrán with awe-inspiring uprightness (or righteousness)；Chinese medicine vital energy","healthy atmosphere (or tendency) (opp；unyielding integrity；moral courage 正气凛然 zhèngqìlǐnrán with awe-inspiring uprightness (or righteousness)；Chinese medicine vital energy","名","发扬正气；正气上升；正气凛然","中性","邪气) 发扬正气 Fāyáng zhèngqì encourage positive trends; foster a good atmosphere; encourage standing up for what is right 正气上升。","Fāyáng zhèngqì encourage positive trends; foster a good atmosphere; encourage standing up for what is right 正气上升。 Zhèngqìshàngshēng.","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","此","cǐ","PR. , wr. this","PR. , wr. this","名","","书面","","","","",""
"vocab","October 2025/生词","此刻","cǐkè","this moment；now；at present","this moment；now；at present","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","歧视","qíshì","discriminate against；discrimination","to discriminate against；discrimination","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","September 2025/生词","殉道者","xùndàozhě","殉道者","martyr","名","","中性","","","","",""
"vocab","September 2025/生词","残废","cánfèi","deformity；handicapped","deformity；handicapped","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","残废证","cánfèizhèng","certificate of disability","certificate of disability","名","","中性","","","","",""
"vocab","September 2025/生词","残酷","cánkù","cruel；cruelty","cruel；cruelty","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","毁","huǐ","destroy；ruin；damage；dialect (of clothes) refashion；make over burn up 烧毁 shāohuǐ destroy by fire defame；slander 诋毁 dǐhuǐ defame；slander","destroy；ruin；damage；dialect (of clothes) refashion；make over burn up 烧毁 shāohuǐ destroy by fire defame；slander 诋毁 dǐhuǐ defame；slander","名","森林为大火所毁；她的一生给毁了；烧毁；诋毁","中性","森林为大火所毁。","Sēnlín wéi dàhuǒ suǒ huǐ.","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","比拟","bǐnǐ","compare；draw a parallel；match；analogy","to compare；to draw a parallel；to match；analogy；metaphor；comparison","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","November 2025/生词","毕竟","bìjìng","ADV. after all；after all；all in all；when all is said and done","ADV. after all；after all；all in all；when all is said and done；in the final analysis","名","","中性","你们毕竟是多年的朋友了。","Nǐmen bìjìng shì duō nián de péngyou le.","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","毛线","máoxiàn","N. knitting wool；knitting wool；wool yarn","N. knitting wool；knitting wool；wool yarn","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","毫","háo","hair；drawing brush；(in the) least；one thousandth","hair；drawing brush；(in the) least；one thousandth；currency unit, 0.1 yuan","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","毫不","háobù","hardly；not in the least；not at all","hardly；not in the least；not at all","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
