"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"PKU Sem1 文学课/生词","薄","báo","thin；flimsy；weak；light；lacking in warmth；cold；infertile","thin；flimsy；weak；light；lacking in warmth；cold；infertile","名","他待你不薄","中性","把这块肉切薄一点儿。","Bǎ zhèi kuài ròu qiē báo yī̠diǎnr.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","虔诚","qiánchéng","S.V. pious；pious；devout；sincere","S.V. pious；pious；devout；sincere","名","他的态度很虔诚","中性","他的态度很虔诚。","Tā de tàidu hěn qiánchéng.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","虚拟","xūnǐ","设想；想象；fictitious；theoretical；hypothetical；(computing) to emulate；(computing) virtual","to imagine；to make up；fictitious；theoretical；hypothetical；(computing) to emulate；(computing) virtual","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","虚荣","xūróng","vanity；vain glory 爱慕虚荣 àimùxūróng be vain 不慕虚荣 Bù mù xūróng not affected by vanity；not vain conceited；vain 又虚荣又势利的男人 Yòu xūróng yòu shìli de nánren a vain and snobbish man","vanity；vain glory 爱慕虚荣 àimùxūróng be vain 不慕虚荣 Bù mù xūróng not affected by vanity；not vain conceited；vain 又虚荣又势利的男人 Yòu xūróng yòu shìli de nánren a vain and snobbish man","名","爱慕虚荣；不慕虚荣","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","蚕豆","cándòu","broad bean (the plant, the pod or the seed)","broad bean (the plant, the pod or the seed)","名","","中性","","","","",""
"PKU Sem1 文学课/生词","蠕动","rúdòng","wriggle；squirm；geol. creep N；phys. peristalsis；wormlike/peristaltic movement","wriggle；squirm；geol. creep N；phys. peristalsis；wormlike/peristaltic movement","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","行礼","xínglǐ","salute；make one's salutations","to salute；to make one's salutations","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","补充","bǔchōng","replenish；supplement；complement 补充兵员 bǔchōng bīngyuán fill up (an army unit) to full strength；replace losses 补充库存 bǔchōng kùcún replenish the stock 补充人力 bǔchōng rénlì replenish manpower 补充收入 bǔchōng shōurù supplement one’s income 补充两点意见 bǔchōng liǎng diǎn yìjian have two points to add 补充新鲜血液 bǔchōng xīnxiān xuèyè instil new blood 互相补充 hùxiāng bǔchōng complement each other","replenish；supplement；complement 补充兵员 bǔchōng bīngyuán fill up (an army unit) to full strength；replace losses 补充库存 bǔchōng kùcún replenish the stock 补充人力 bǔchōng rénlì replenish manpower 补充收入 bǔchōng shōurù supplement one’s income 补充两点意见 bǔchōng liǎng diǎn yìjian have two points to add 补充新鲜血液 bǔchōng xīnxiān xuèyè instil new blood 互相补充 hùxiāng bǔchōng complement each other；mutually complementary additional；complementary；supplementary","名","补充兵员；补充库存；补充人力；补充收入","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","袅娜","niǎonuó","S.V. , wr. svelte；柳树；soft and slender (of plants)","S.V. , wr. svelte；willowy；soft and slender (of plants)","名","","书面","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","裂痕","lièhén","crack；gap；split","crack；gap；split","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","裹","guǒ","bind；wrap；carry off；sweep away with violence；dialect suck (milk)","bind；wrap；carry off；sweep away with violence；dialect suck (milk)","名","把伤口裹好；头上裹着毛巾；我裹了一条毯子；裹走了一些村民","中性","把伤口裹好 Bǎ shāngkǒu guǒ hǎo bind up (or bandage) the wound 头上裹着毛巾 tóu shàng guǒ zhe máojīn wrap one’s head in a towel; wear a towel turban 我裹了一条毯子。","Bǎ shāngkǒu guǒ hǎo bind up (or bandage) the wound 头上裹着毛巾 tóu shàng guǒ zhe máojīn wrap one’s head in a towel; wear a towel turban 我裹了一条毯子。 Wǒ guǒ le yī tiáo tǎnzi.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","观察","guānchá","observe；watch","observe；watch","名","观察地形；观察动静","中性","观察地形 guānchá dìxíng survey the terrain 观察动静 guānchá dòngjing watch what is going on 这个病人需要住院观察。","Zhège bìngrén xūyào zhùyuàn guānchá.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","觅","mì","(literary) to seek；to find","(literary) to seek；to find","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","视野","shìyě","N. , loan field of vision；field of view；(fig.) outlook；perspective","N. , loan field of vision；field of view；(fig.) outlook；perspective","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","解围","jiě wéi","force an enemy to raise a siege；rescue from a siege；help out of a predicament；save from embarrassment","force an enemy to raise a siege；rescue from a siege；help out of a predicament；save from embarrassment","名","","中性","他们拿我开玩笑, 你怎么不来给我解围？","Tāmen ná wǒ kāi wánxiào, nǐ zěnme bù lái gěi wǒ jiěwéi？ Why didn’t you help me out when they were making fun of me?","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","诚恳","chéngkěn","sincere；cordial；honest","sincere；cordial；honest","名","对人态度要诚恳","中性","对人态度要诚恳。","Duì rén tàidu yào chéngkěn.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","话音","huàyīn","one's speaking voice；tone；implication","one's speaking voice；tone；implication","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","谈","tán","NAME to discuss","NAME to discuss","名","","中性","","","","",""
"PKU Sem1 文学课/生词","负手","fùshǒu","O. with one's hands clasped behind one's back","O. with one's hands clasped behind one's back","名","","中性","","","","",""
"PKU Sem1 文学课/生词","走动","zǒudòng","walk about；stretch one's legs；visit each other；be able to walk；go to the toilet","walk about；stretch one's legs；visit each other；be able to walk；go to the toilet","名","我们之间经常走动","中性","我们之间经常走动。","Wǒmen zhījiān jīngcháng zǒudòng.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","跌","diē","fall；tumble；trip；(of prices etc) to drop","to fall；to tumble；to trip；(of prices etc) to drop；Taiwan pr","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","跟踪","gēnzōng","track；follow the tracks of；tail after；shadow sb；to follow sb's tracks；to tail","track；follow the tracks of；tail after；shadow sb；to follow sb's tracks；to tail；to shadow；tracking","名","有人跟踪你","中性","有人跟踪你。","Yǒurén gēnzōng nǐ.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","踉跄","liàngqiàng","stagger zuìhàn liàngliàngqiàngqiàng de zǒu zhe","stagger zuìhàn liàngliàngqiàngqiàng de zǒu zhe","名","","中性","醉汉踉踉跄跄地走着。","The drunk man staggered along (the road).","","",""
"PKU Sem1 文学课/生词","踏","tà","step on；tread；stamp；make a survey on the spot B.F. trample；ruin in zāota","step on；tread；stamp；make a survey on the spot B.F. trample；ruin in zāota","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","踪影","zōngyǐng","trace；vestige；presence","trace；vestige；presence","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","蹄子","tízi","colloquial hoof；dialect upper part of a leg of pork；dated (of a woman) bitch","colloquial hoof；dialect upper part of a leg of pork；dated (of a woman) bitch","名","","口语","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","蹚","tāng","wade；ford 蹚了一脚泥 tāng le yī jiǎo ní get one’s feet muddy from wading 蹚水过河 tāngshuǐ guòhé wade (across) a stream turn the soil and dig up weeds (with a hoe, etc.)","wade；ford 蹚了一脚泥 tāng le yī jiǎo ní get one’s feet muddy from wading 蹚水过河 tāngshuǐ guòhé wade (across) a stream turn the soil and dig up weeds (with a hoe, etc.)","名","蹚了一脚泥；蹚水过河","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","躲闪","duǒshǎn","dodge；to evade；躲开","dodge；to evade；to dodge (out of the way)","名","那人躲闪不及","中性","那人躲闪不及, 和我撞了个满怀。","Nà rén duǒshǎn bùjí, hé wǒ zhuàng le ge mǎnhuái.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","转眼间","zhuǎnyǎnjiān","in the blink of an eye","in the blink of an eye","名","","中性","","","","",""
"PKU Sem1 文学课/生词","转移","zhuǎnyí","shift；transfer；divert 转移兵力 zhuǎnyí bīnglì shift forces；transfer troops 转移目标 zhuǎnyí mùbiāo distract attention from 转移视线 zhuǎnyí shìxiàn divert sb.’s attention 转移大方向 zhuǎnyí dàfāngxiàng change the main orientation；change；transform 转移社会风气 Zhuǎnyí shèhuì fēngqì change social customs；medicine metastasis 转移性癌 zhuǎnyí xìng ái metastatic carcinoma 癌转移 Ái zhuǎnyí the metastasis of a carcinoma","shift；transfer；divert 转移兵力 zhuǎnyí bīnglì shift forces；transfer troops 转移目标 zhuǎnyí mùbiāo distract attention from 转移视线 zhuǎnyí shìxiàn divert sb.’s attention 转移大方向 zhuǎnyí dàfāngxiàng change the main orientation；change；transform 转移社会风气 Zhuǎnyí shèhuì fēngqì change social customs；medicine metastasis 转移性癌 zhuǎnyí xìng ái metastatic carcinoma 癌转移 Ái zhuǎnyí the metastasis of a carcinoma","名","转移兵力；转移目标；转移视线；转移大方向","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","轰","hōng","explosion；bang；boom；rumble","explosion；bang；boom；rumble；to attack；to shoo away；to expel","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","轻柔","qīngróu","soft","soft","名","轻柔的声音；轻柔的枝条；旋律轻柔动听","中性","轻柔的声音 qīngróu de shēngyīn a gentle voice 轻柔的枝条 Qīngróu de zhītiáo pliable twigs 第一小提琴奏出第一主题, 旋律轻柔动听。","Qīngróu de zhītiáo pliable twigs 第一小提琴奏出第一主题, 旋律轻柔动听。 Dì-yī xiǎotíqín zòu chū dì-yī zhǔtí, xuánlǜ qīngróu dòngtīng.","","",""
"PKU Sem1 文学课/生词","载","zài","carry；convey；load；hold","to carry；to convey；to load；to hold；to fill up；and；also；as well as；simultaneously","动","","贬义","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","辣","là","hot (spicy)；pungent；(of chili pepper, raw onions etc) to sting；to burn","hot (spicy)；pungent；(of chili pepper, raw onions etc) to sting；to burn","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","辻","shí","crossroads","crossroads","名","","中性","","","","",""
"PKU Sem1 文学课/生词","连襟","liánjīn","N. husbands of sisters；husbands of sisters；brothers-in-law；extremely close (of a relationship)","N. husbands of sisters；husbands of sisters；brothers-in-law；extremely close (of a relationship)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","追溯","zhuīsù","trace back to；lit. to go upstream；to trace sth back to；to date from","trace back to；lit. to go upstream；to trace sth back to；to date from","名","追溯到公元五世纪","中性","这个传说可以追溯到遥远的过去。","Zhège chuánshuō kěyǐ zhuīsù dào yáoyuǎn de guòqu.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","透心凉","tòuxīn liáng","chilled to the bone；overwhelmed with despair and grief","chilled to the bone；overwhelmed with despair and grief","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","逞能","chěngnéng","O. parade one's ability；to show off one's ability；to boast one's merits","O. parade one's ability；to show off one's ability；to boast one's merits","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","邂逅","xièhòu","(literary) to meet sb by chance；to run into sb","(literary) to meet sb by chance；to run into sb","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","鄙","bǐ","low；mean；vulgar in bǐlòu；humb. my in ¹bǐjiàn；wr. despise；scorn in ²bǐshì；out-of-the-way place in biānbǐ","low；mean；vulgar in bǐlòu；humb. my in ¹bǐjiàn；wr. despise；scorn in ²bǐshì；out-of-the-way place in biānbǐ；rustic；base；to despise；to scorn","名","","书面","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","酷","kù","cruel in cánkù；to an extreme degree in kù'ài , loan cool；ruthless；strong (e.g. of wine)","cruel in cánkù；to an extreme degree in kù'ài , loan cool；ruthless；strong (e.g. of wine)；(loanword) cool；hip","名","那孩子酷像他母亲","中性","那孩子酷像他母亲。","Nà háizi kù ⁴xiàng tā mǔqin.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","释然","shìrán","relieved；at ease；feel relieved","relieved；at ease；feel relieved","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","重","zhòng","heavy；weighty；important；considerable in amount/value in zhòngjià；serious；solemn in ¹yánzhòng","heavy；weighty；important；considerable in amount/value in zhòngjià；serious；solemn in ¹yánzhòng；discreet in shènzhòng；deep；lay stress on；attach importance to in ¹zhòngshì","名","他话说得太重了","中性","他话说得太重了。","Tā huà shuō de tài zhòng le.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","重逢","chóngféng","V. meet again；have a reunion；to meet again；to be reunited","V. meet again；have a reunion；to meet again；to be reunited；reunion","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","鉴赏","jiànshǎng","appreciate","to appreciate","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","钻空子","zuānkòngzi","take advantage of a loophole；exploit an advantage；seize the opportunity (esp. to do sth bad)","to take advantage of a loophole；to exploit an advantage；to seize the opportunity (esp. to do sth bad)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","链条","liàntiáo","chain；CL:根[gen1],條|条[tiao2]","chain；CL:根 ,條|条","名","","中性","","","一词多义，结合上下文判断具体义项。","","根；条"
"PKU Sem1 文学课/生词","错愕","cuòè","S.V. surprised；startled","S.V. surprised；startled","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","错综","cuòzōng","intricate；complicated；tangled；involved","intricate；complicated；tangled；involved；to synthesize","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","键","jiàn","The bolt of a lock；to lock；translit. gha；key (on a piano or computer keyboard)","The bolt of a lock；to lock；translit. gha；key (on a piano or computer keyboard)；button (on a mouse or other device)；chemical bond；linchpin","名","","中性","","The bolt of a lock; to lock; translit.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","镶","xiāng","名贵；rim；edge；border 给裙子镶花边 gěi qúnzi xiāng huābiān edge a skirt with lace 给镜子镶上个框儿 gěi jìngzi xiāng shàng ge kuàngr mount (or set) the mirror in a frame；to inlay；to embed","inlay；set；mount 镶宝石 xiāng bǎoshí set gems；mount precious stones 镶满口假牙 xiāng mǎn kǒu jiǎyá fit with a full set of false teeth 金镶玉嵌 jīn xiāng yù qiàn inlaid with gold and jade 给窗子镶玻璃 gěi chuāngzi xiāng bōli glaze a window；rim；edge；border 给裙子镶花边 gěi qúnzi xiāng huābiān edge a skirt with lace 给镜子镶上个框儿 gěi jìngzi xiāng shàng ge kuàngr mount (or set) the mirror in a frame；to inlay；to embed；ridge；border","名","镶宝石；镶满口假牙；金镶玉嵌；给窗子镶玻璃","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","闯","chuǎng","rush；dash；charge 闯进来 chuǎngjìn lái rush in；break in；force one’s way in；temper oneself (by battling through difficulties and dangers)；venture out into the world tā de lù shì zìjǐ chuǎng chūlai de；incur；invite；cause (a disaster, etc.) (Chuǎng) a surname；to rush","rush；dash；charge 闯进来 chuǎngjìn lái rush in；break in；force one’s way in；temper oneself (by battling through difficulties and dangers)；venture out into the world tā de lù shì zìjǐ chuǎng chūlai de；incur；invite；cause (a disaster, etc.) (Chuǎng) a surname；to rush；to charge；to dash；to break through；to temper oneself (through battling hardships)","名","闯进来；闯出一条新路子","中性","闯进来 chuǎngjìn lái rush in; break in; force one’s way in 2 temper oneself (by battling through difficulties and dangers); venture out into the world 闯出一条新路子 chuǎng chū yī tiáo xīnlùzi break a new path 他的路是自己闯出来的。","He has hewed out his path on his own.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","队伍","duìwu","ranks；troops；queue；line","ranks；troops；queue；line；procession；CL:個|个 ,支 ,條|条","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","阵","zhèn","battle array (or formation) 长蛇阵 chángshézhèn single-line battle array；position；front 上阵 shàngzhèn go into battle；pitch in；start work；colloquial a period of time 那阵儿 nàzhènr in those days；then 这阵儿 zhèzhènr these days；recently 病了一阵儿 bìng le yīzhènr be ill for some time；short period；spell 一阵风 yīzhènfēng a gust (or blast) of wind 一阵雨 yī zhènyǔ a spatter (or shower) of rain 一阵寒潮 yīzhèn háncháo a cold spell 一阵咳嗽 yīzhèn késou a fit (or spasm) of coughing 一阵热烈的掌声 yīzhèn rèliè de zhǎngshēng a burst of warm applause","battle array (or formation) 长蛇阵 chángshézhèn single-line battle array；position；front 上阵 shàngzhèn go into battle；pitch in；start work；colloquial a period of time 那阵儿 nàzhènr in those days；then 这阵儿 zhèzhènr these days；recently 病了一阵儿 bìng le yīzhènr be ill for some time；short period；spell 一阵风 yīzhènfēng a gust (or blast) of wind 一阵雨 yī zhènyǔ a spatter (or shower) of rain 一阵寒潮 yīzhèn háncháo a cold spell 一阵咳嗽 yīzhèn késou a fit (or spasm) of coughing 一阵热烈的掌声 yīzhèn rèliè de zhǎngshēng a burst of warm applause；disposition of troops；wave；spate；burst；spell；short period of time；classifier for events or states of short duration","名","长蛇阵；上阵；那阵儿；这阵儿","口语","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","阶段","jiēduàn","stage；phase 你的论文写到什么阶段了? Nǐ de lùnwén xiě dào shénme jiēduàn le? How far have you gotten in your thesis writing?；min. level；section","stage；phase 你的论文写到什么阶段了? Nǐ de lùnwén xiě dào shénme jiēduàn le? How far have you gotten in your thesis writing?；min. level；section；phase；period；CL:個|个","名","","中性","","Nǐ de lùnwén xiě dào shénme jiēduàn le?","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","难以","nányǐ","hard to (predict, imagine etc)","hard to (predict, imagine etc)","名","","中性","","","","",""
"PKU Sem1 文学课/生词","零头","língtou","remaining sum beyond the round figure；odd；fractional amount língtou bù suàn, wǒmen huāle èrbǎi yuán. We spent；yuan, not counting the small change. That’s exactly；yuan. Zhège dàizi zhuāng yībǎi jīn, shèngxia sì jīn língtou zěnme bàn？ This bag holds；jin. What shall we do with the odd four jin?","remaining sum beyond the round figure；odd；fractional amount língtou bù suàn, wǒmen huāle èrbǎi yuán. We spent；yuan, not counting the small change. That’s exactly；yuan. Zhège dàizi zhuāng yībǎi jīn, shèngxia sì jīn língtou zěnme bàn？ This bag holds；jin. What shall we do with the odd four jin?；remnant (of cloth)；odds and ends；oddments；bits and pieces 零头布 língtou bù remnant；fent","名","零头不算；没有零头儿；零头布","中性","零头不算, 我们花了二百元。","We spent 200 yuan, not counting the small change.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","须发","xūfà","N. beard and hair","N. beard and hair","名","","中性","","","","",""
"PKU Sem1 文学课/生词","预备","yùbèi","V. | N. prepare；get ready；to prepare；to make ready","V. | N. prepare；get ready；to prepare；to make ready；preparation；preparatory","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","颤","chàn","quiver；颤抖；发抖；to shake","quiver；to tremble；to shiver；to shake；to vibrate；Taiwan pr","名","我两腿直颤；她的手颤得利害","中性","我两腿直颤。","Wǒ liǎng tuǐ zhí chàn.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","颤抖","chàndǒu","shake；tremble；quiver；shiver 冻得全身颤抖 Dòng de quánshēn chàndǒu shiver all over with cold 吓得两腿颤抖 xià de liǎng tuǐ chàndǒu shake in one’s shoes","shake；tremble；quiver；shiver 冻得全身颤抖 Dòng de quánshēn chàndǒu shiver all over with cold 吓得两腿颤抖 xià de liǎng tuǐ chàndǒu shake in one’s shoes","名","冻得全身颤抖；吓得两腿颤抖","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","风骨","fēnggǔ","strength of character；vigor of style","strength of character；vigor of style","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","首肯","shǒukěn","nod approval","nod approval","名","没有老板的首肯","中性","没有老板的首肯, 谁都不能签字。","Méiyǒu lạ̌obǎn de shọ̌ukěn, shuí dōu bùnéng qiānzì.","","",""
"PKU Sem1 文学课/生词","马屁精","mǎpìjīng","N. flatterer；toady","N. flatterer；toady","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","马驹子","mǎjūzi","N. , coll. colt；pony；filly；foal","N. , coll. colt；pony；filly；foal","名","","口语","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","高峰","gāofēng","peak；summit；height","peak；summit；height","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","高洁","gāojié","literary noble and unsullied 志向高洁 zhìxiàng gāojié noble and unsullied aspiration；noble and clean-living；lofty and unsullied","literary noble and unsullied 志向高洁 zhìxiàng gāojié noble and unsullied aspiration；noble and clean-living；lofty and unsullied","名","志向高洁","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","高谈","gāotán","ADV. animatedly","ADV. animatedly","名","","中性","","","","",""
"PKU Sem1 文学课/生词","鬼魅","guǐmèi","demon；evil spirit","demon；evil spirit","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","鱼尾纹","yúwěiwén","N. crow's feet；facial wrinkles","N. crow's feet；facial wrinkles","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","鲜红","xiānhóng","scarlet；bright red","scarlet；bright red","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","鹰","yīng","general term for a bird of prey (eagle, hawk or falcon etc)","general term for a bird of prey (eagle, hawk or falcon etc)","名","","中性","","","","",""
"PKU Sem1 文学课/生词","鼻翼","bíyì","alae of the nose；the wing of the nose；ala nasi","alae of the nose；the wing of the nose；ala nasi","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","龙凤","lóngfèng","dragon and phoenix；archaic able and virtuous person 人中龙凤 rénzhōnglóngfèng prominent talent","dragon and phoenix；archaic able and virtuous person 人中龙凤 rénzhōnglóngfèng prominent talent","名","人中龙凤","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词；December 2025/生词","兜","dōu","pocket；bag；cloth used as wrapping V；wrap up in sth；pocket；bag；cloth used as wrapping V；wrap up in sth","pocket；bag；cloth used as wrapping V；wrap up in sth；move around；detour；solicit；take responsibility for；to wrap up or hold in a bag；to move in a circle；to canvas or solicit；to take responsibility for；to disclose in detail；combat armor (old)；pocket；bag；cloth used as wrapping V；wrap up in sth；move around；detour；solicit；take responsibility for；to wrap up or hold in a bag；to move in a circle；to canvas or solicit；to take responsibility for；to disclose in detail；combat armor (old)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词；December 2025/生词","坦然","tǎnrán","calm；unperturbed；frank；open；calm；unperturbed；frank；open","calm；unperturbed；frank；open；calm；unperturbed；frank；open","名","她很坦然；她很坦然","中性","听到这个坏消息时, 她很坦然。","Tīngdào zhège huài xiāoxi ²shí, ²tā hẹ̌n tǎnrán.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词；December 2025/生词","教诲","jiàohuì","literary teach；instruct 谆谆教诲 zhūnzhūnjiàohuì earnest teachings；literary teach；instruct 谆谆教诲 zhūnzhūnjiàohuì earnest teachings","literary teach；instruct 谆谆教诲 zhūnzhūnjiàohuì earnest teachings；literary teach；instruct 谆谆教诲 zhūnzhūnjiàohuì earnest teachings","名","谆谆教诲；谆谆教诲","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词；December 2025/生词","无边","wúbiān","P. boundless；brimless；P. boundless；brimless","P. boundless；brimless；P. boundless；brimless","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词；December 2025/生词","疲惫","píbèi","tired out；exhausted 疲惫不堪 píbèibùkān in a state of utter exhaustion；dog-tired；debilitated；tired out；exhausted 疲惫不堪 píbèibùkān in a state of utter exhaustion；dog-tired；debilitated","tired out；exhausted 疲惫不堪 píbèibùkān in a state of utter exhaustion；dog-tired；debilitated；tired out；exhausted 疲惫不堪 píbèibùkān in a state of utter exhaustion；dog-tired；debilitated","名","疲惫不堪；目的是要疲惫敌军；疲惫不堪；目的是要疲惫敌军","中性","疲惫不堪 píbèibùkān in a state of utter exhaustion; dog-tired; debilitated; whacked  verb tire sb. out 目的是要疲惫敌军。","The purpose was to tire out the enemy.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词；December 2025/生词","茫然","mángrán","boundless and indistinct；vast；ignorant；in the dark；at a loss；boundless and indistinct；vast；ignorant；in the dark；at a loss","boundless and indistinct；vast；ignorant；in the dark；at a loss；boundless and indistinct；vast；ignorant；in the dark；at a loss","名","我茫然地看着远方；我茫然地看着远方","中性","我茫然地看着远方。","Wǒ mángrán de kànzhe yuǎnfāng.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词；December 2025/生词","蒙","méng","receive in méngshòu；encounter in méngnàn；ignorant；illiterate in méngmèi N. name of one of the Sixty-four Hexagrams (䷃)；cheat；dupe 甭蒙我! Béng mēng wǒ! Don't kid me；make a wild guess À! ràng wǒ mēng duì le. unconscious；senseless in fāmēng；receive in méngshòu；encounter in méngnàn；ignorant；illiterate in méngmèi N. name of one of the Sixty-four Hexagrams (䷃)","receive in méngshòu；encounter in méngnàn；ignorant；illiterate in méngmèi N. name of one of the Sixty-four Hexagrams (䷃)；cheat；dupe 甭蒙我! Béng mēng wǒ! Don't kid me；make a wild guess À! ràng wǒ mēng duì le. unconscious；senseless in fāmēng；receive in méngshòu；encounter in méngnàn；ignorant；illiterate in méngmèi N. name of one of the Sixty-four Hexagrams (䷃)","名","甭蒙我；让我蒙对了","中性","甭蒙我! Béng mēng wǒ! Don't kid me. 2 make a wild guess 啊!让我蒙对了。","Béng mēng wǒ!","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词；December 2025/生词","蘸","zhàn","dip in liquid；dip in liquid","dip in liquid；dip in liquid","名","饺子要蘸醋才好吃；饺子要蘸醋才好吃","中性","饺子要蘸醋才好吃。","Jiǎozi yào zhàn cù cái hǎochī.","","",""
"PKU Sem1 文学课/生词；December 2025/生词","袍","páo","B.F. robe；gown in chángpáo；B.F. robe；gown in chángpáo","B.F. robe；gown in chángpáo；B.F. robe；gown in chángpáo","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词；December 2025/生词；January 2026","狰狞","zhēngníng","malevolent；fierce；sinister；malevolent；fierce；sinister；malevolent；fierce；sinister","malevolent；fierce；sinister；malevolent；fierce；sinister；malevolent；fierce；sinister","名","","贬义","","","一词多义，结合上下文判断具体义项。","",""
